Website Name,Domain,Website Type,About,Linking From,Linking To,Anchor Text,Link Type,Sitewide Link,Number Of Links,Acquisition Method,Payment Date,Payment Amount,Payment Method,Payment Method Details,Payment Type,Payment Term,Payment Start Date,Payment Expiration Date,Payment Note,Primary Contact,Assigned To,Relationship Stage,Overall Rating,Email 1,Email 2,Email 3,Email 4,Facebook,Linked In,Twitter,Google Plus,Pinterest,Friend Feed,Contact Us Url,Phone 1,Phone 2,Fax,Address Line 1,Address Line 2,City,State,Zip,Country,Note,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11,Tag 12,Tag 13,Tag 14,Tag 15,Tag 16,Tag 17,Tag 18,Tag 19,Tag 20,Tag 21,Tag 22,Tag 23,Tag 24,Tag 25,Project,Date Added To Project,Linking To Domain,Linking From Domain,Linking From Tld,Linking,Link No Follow,Link Anchor Text Incorrect,Link Links On Page,Link Flagged Words Found,Link Last Checked,Website Date Added,Link Date Added,Link Date Reported,Link Date Found,Link Date Removed,Link Date Restored,Link PageRank,Link Date Cached,Payment Id,Payment Currency,Buzzstream Link Id,Moz Rank,Domain Authority,Homepage Page Rank,Technorati Rank,Inbound Links,Juice Passing Links,IP Address,Site Age,TwitterGrade,Twitter Followers,Twitter Following,Twitter Updates
intechnic.com,intechnic.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,1.444413469958075,51,4,,10,4.0,69.27.40.154,,,,,
blog.expectlabs.com,blog.expectlabs.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.282656820543996,50,4,,5859,3979.0,66.6.42.22,,,,,
pure-jobs.com,pure-jobs.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.486439769612681,46,4,,5317,15.0,216.224.171.114,,,,,
blog.startupprofessionals.com,blog.startupprofessionals.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.477005124087938,53,4,,11554,7491.0,173.194.208.121,,,,,
youngupstarts.com,youngupstarts.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,daniel@youngupstarts.com,,,,,,,,,,,,,,,,,,,,"Subject: Rime - Integrated Social Media Platform
From: Girish Nayak <girish@rime.co>
To: daniel@youngupstarts.com
-------------------------

Hello Daniel, 
 My name is Girish from Rime. We've developed a platform that helps connecting multiple social media platforms, and brining contents (NOT feeds) of all platforms to one unified timeline. Whilst there are similar apps out there (e.g. HootSuite, Buffer), this is the first time a platform has been created, to bring all contents of an artist/content creator to one platform. We are talking about creating an unique identity, people and content search, making sharing and following simple and easy,  making the entire experience of social media interaction easy and integrated. We envision Rime to be the ""Google""  for people and content search! 
 Our latest release private Beta version , and thus far we have 3,500 excited users. 
We are at https://rime.co, and I will be happy to share the press kit if you'd  be interested. Let me know. 
  
 Thanks a lot for your time, 
Name: Girish Nayak 
Position: Co-Founder  
Mobile number : +91-8454893412 
Email: girish@rime.co ",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,4.338479760701574,50,,,125,118.0,72.47.228.188,,,,,
ittybiz.com,ittybiz.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,ninjas@ittybiz.com,,,,,,,,,,,,,,,,,,,,"Subject: Rime - Integrated Social Media Platform
From: Girish Nayak <girish@rime.co>
To: ninjas@ittybiz.com
-------------------------

Hello , 
 My name is Girish from Rime. We've developed a platform that helps connecting multiple social media platforms, and brining contents (NOT feeds) of all platforms to one unified timeline. Whilst there are similar apps out there (e.g. HootSuite, Buffer), this is the first time a platform has been created, to bring all contents of an artist/content creator to one platform. We are talking about creating an unique identity, people and content search, making sharing and following simple and easy,  making the entire experience of social media interaction easy and integrated. We envision Rime to be the ""Google""  for people and content search! 
 Our latest release private Beta version , and thus far we have 3,500 excited users. 
We are at https://rime.co, and I will be happy to share the press kit if you'd  be interested. Let me know. 
  
 Thanks a lot for your time, 
Name: Girish Nayak 
Position: Co-Founder  
Mobile number : +91-8454893412 
Email: girish@rime.co ",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.493743524758196,53,4,,5164,4466.0,97.74.215.183,,,,,
drjeffcornwall.com,drjeffcornwall.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,3.441351260324433,47,5,,17,14.0,173.254.45.208,,,,,
carolroth.com,carolroth.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,4.232191801522292,49,4,,159,148.0,209.59.151.218,,,,,
startupdonut.co.uk,startupdonut.co.uk,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,laura.swales@atomcontentmarketing.co.uk,,,,,,,,,,,,,,,,,,,,"Subject: Rime - Integrated Social Media Platform
From: Girish Nayak <girish@rime.co>
To: laura.swales@atomcontentmarketing.co.uk
-------------------------

Hello Laura, 
 My name is Girish from Rime. We've developed a platform that helps connecting multiple social media platforms, and brining contents (NOT feeds) of all platforms to one unified timeline. Whilst there are similar apps out there (e.g. HootSuite, Buffer), this is the first time a platform has been created, to bring all contents of an artist/content creator to one platform. We are talking about creating an unique identity, people and content search, making sharing and following simple and easy,  making the entire experience of social media interaction easy and integrated. We envision Rime to be the ""Google""  for people and content search! 
 Our latest release private Beta version , and thus far we have 3,500 excited users. 
We are at https://rime.co, and I will be happy to share the press kit if you'd  be interested. Let me know. 
  
 Thanks a lot for your time, 
Name: Girish Nayak 
Position: Co-Founder  
Mobile number : +91-8454893412 
Email: girish@rime.co ",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,3.5925089294637953,51,4,,29,12.0,178.62.168.169,,,,,
anthillonline.com,anthillonline.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.818224098113692,50,5,,7909,2338.0,108.162.206.10,,,,,
venturefizz.com,venturefizz.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,info@venturefizz.com,,,,,,,,,,,,,,,,,,,,"Subject: Rime - Integrated Social Media Platform
From: Girish Nayak <girish@rime.co>
To: info@venturefizz.com
-------------------------

Hello , 
 My name is Girish from Rime. We've developed a platform that helps connecting multiple social media platforms, and brining contents (NOT feeds) of all platforms to one unified timeline. Whilst there are similar apps out there (e.g. HootSuite, Buffer), this is the first time a platform has been created, to bring all contents of an artist/content creator to one platform. We are talking about creating an unique identity, people and content search, making sharing and following simple and easy,  making the entire experience of social media interaction easy and integrated. We envision Rime to be the ""Google""  for people and content search! 
 Our latest release private Beta version , and thus far we have 3,500 excited users. 
We are at https://rime.co, and I will be happy to share the press kit if you'd  be interested. Let me know. 
  
 Thanks a lot for your time, 
Name: Girish Nayak 
Position: Co-Founder  
Mobile number : +91-8454893412 
Email: girish@rime.co ",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.493580307520271,49,5,,5850,1733.0,199.167.77.131,,,,,
plan.io,plan.io,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,6.143814777016671,45,6,,710,493.0,82.98.82.207,,,,,
platformed.info,platformed.info,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.451490544499526,45,4,,1257,824.0,192.254.185.239,,,,,
onboardly.com,onboardly.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,renee@onboardly.com,,,,,,,,,,,,,,,,,,,,"Subject: Re: Rime - Integrated Social Media Platform
From: Girish Nayak <girish@rime.co>
To: Renee Warren <renee@onboardly.com>
-------------------------

Thanks, really appreciate your quick reply.

Cheers,
Girish

On Thu, Sep 10, 2015 at 10:14 AM, Renee Warren <renee@onboardly.com> wrote:

> Oh ok. I'll review and send the details to our editorial manager.
>
> On Thu, Sep 10, 2015 at 11:13 AM, Girish Nayak <girish@rime.co> wrote:
>
>> Hello Renee,
>>
>> Good morning!
>>
>> I have been following onboardly's blog for quite a while now, especially
>> Startup Beat.
>> I really like how Startup Beat is place to showcase new start ups.
>> So I wanted to reach out to you and invite you to join Rime, provide
>> feedback, and get featured in Startup Beat if possible.
>> We are in beta phase and invite only. Here is my personal invitation for
>> you.
>>
>> https://rime.co/?invited_by=rime
>>
>> We just crossed 1.5k users yesterday and growing with 5% users weekly.
>> Also find attached press-kit, please let me know if you have any
>> questions.
>>
>> Thanks and have a nice day!
>> Girish
>>
>>
>> On Thu, Sep 10, 2015 at 8:27 AM, Renee Warren <renee@onboardly.com>
>> wrote:
>>
>>> Hi Girish,
>>>
>>> Congrats!  But I am not sure what you are asking me for?
>>>
>>> On Thu, Sep 10, 2015 at 9:00 AM, Girish Nayak <girish@rime.co> wrote:
>>>
>>>> *Hello **,*
>>>>
>>>> *My name is Girish from Rime. We've developed a platform that helps
>>>> connecting multiple social media platforms, and brining contents **(NOT
>>>> feeds)** of all platforms to one unified timeline. Whilst there are
>>>> similar apps out there (e.g. HootSuite, Buffer), this is the first time a
>>>> platform has been created, to bring all contents of an artist/content
>>>> creator to one platform. We are talking about creating an unique identity, **people
>>>> and content search,** making sharing and following simple and easy,
>>>>  making the entire **experience** of social media interaction easy and
>>>> integrated. We envision Rime to be the ""Google""  for people
>>>> and content search!*
>>>>
>>>>
>>>> *Our latest release private Beta version , and thus far we have 3,500
>>>> excited users.*
>>>> *We are at https://rime.co <https://rime.co/>, and I will be happy to
>>>> share the press kit if you'd  be interested. Let me know. *
>>>>
>>>>
>>>> *Thanks a lot for your time,*
>>>> *Name: Girish Nayak*
>>>> *Position: Co-Founder *
>>>> *Mobile number : +91-8454893412**Email: girish@rime.co
>>>> <girish@rime.co> *
>>>>
>>>
>>>
>>
>",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.53110343538812,46,4,,1275,721.0,184.168.47.225,,,,,
nibletz.com,nibletz.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,drew@nibletz.com,,,,,,,,,,,,,,,,,,,,"Subject: Rime - Integrated Social Media Platform
From: Girish Nayak <girish@rime.co>
To: drew@nibletz.com
-------------------------

Hello , 
 My name is Girish from Rime. We've developed a platform that helps connecting multiple social media platforms, and brining contents (NOT feeds) of all platforms to one unified timeline. Whilst there are similar apps out there (e.g. HootSuite, Buffer), this is the first time a platform has been created, to bring all contents of an artist/content creator to one platform. We are talking about creating an unique identity, people and content search, making sharing and following simple and easy,  making the entire experience of social media interaction easy and integrated. We envision Rime to be the ""Google""  for people and content search! 
 Our latest release private Beta version , and thus far we have 3,500 excited users. 
We are at https://rime.co, and I will be happy to share the press kit if you'd  be interested. Let me know. 
  
 Thanks a lot for your time, 
Name: Girish Nayak 
Position: Co-Founder  
Mobile number : +91-8454893412 
Email: girish@rime.co",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.246321522444354,48,5,,4251,524.0,160.153.91.198,,,,,
pegfitzpatrick.com,pegfitzpatrick.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.78512815508999,49,4,,5448,3621.0,66.147.244.84,,,,,
12most.com,12most.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.82024455236531,54,5,,13173,8860.0,108.160.154.51,,,,,
spiral16.com,spiral16.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,4.958783655870889,48,4,,149,103.0,50.19.249.79,,,,,
blogworld.com,blogworld.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,deb@nmxevents.com,,,,,,,,,,,,,,,,,,,,"Subject: No longer with NMX Re: Rime - Integrated Social Media Platform
From: Deb Ng <deb@nmxevents.com>
To: amiteng123@gmail.com
-------------------------

Hi, 
 
 I'm no longer working with NMX. 
 
 
 If you have conference related questions, please contact Rick Calvert at rick@nmxevents.com.  
 
Deb Ng 
 
 
 
 
 
 
-- 
 Deb Ng Conference & Community Director 
 New Media Expo 
 @NMX 
 @debng 
 @TBEXEvents",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.491580199935082,53,5,,1366,1332.0,192.124.249.3,,,,,
managingcommunities.com,managingcommunities.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,patrick@ifroggy.com,,,,,,,,,,,,,,,,,,,,"Subject: Rime - Integrated Social Media Platform
From: Girish Nayak <girish@rime.co>
To: patrick@ifroggy.com
-------------------------

Hello Patrick, 
 My name is Girish from Rime. We've developed a platform that helps connecting multiple social media platforms, and brining contents (NOT feeds) of all platforms to one unified timeline. Whilst there are similar apps out there (e.g. HootSuite, Buffer), this is the first time a platform has been created, to bring all contents of an artist/content creator to one platform. We are talking about creating an unique identity, people and content search, making sharing and following simple and easy,  making the entire experience of social media interaction easy and integrated. We envision Rime to be the ""Google""  for people and content search! 
 Our latest release private Beta version , and thus far we have 3,500 excited users. 
We are at https://rime.co, and I will be happy to share the press kit if you'd  be interested. Let me know. 
  
 Thanks a lot for your time, 
Name: Girish Nayak 
Position: Co-Founder  
Mobile number : +91-8454893412 
Email: girish@rime.co ",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,3.9964415118380794,46,4,,86,86.0,67.227.248.194,,,,,
emilychang.com,emilychang.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,6.754189985482195,54,4,,9824,1920.0,66.39.128.39,,,,,
soshable.com,soshable.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.661419818214207,51,5,,13076,7004.0,199.231.188.27,,,,,
brandflakesforbreakfast.com,brandflakesforbreakfast.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,david@humongoagency.com,,,,,,,,,,,,,,,,,,,,"Subject: Rime - Integrated Social Media Platform
From: Girish Nayak <girish@rime.co>
To: david@humongoagency.com
-------------------------

Hello David, 
 My name is Girish from Rime. We've developed a platform that helps connecting multiple social media platforms, and brining contents (NOT feeds) of all platforms to one unified timeline. Whilst there are similar apps out there (e.g. HootSuite, Buffer), this is the first time a platform has been created, to bring all contents of an artist/content creator to one platform. We are talking about creating an unique identity, people and content search, making sharing and following simple and easy,  making the entire experience of social media interaction easy and integrated. We envision Rime to be the ""Google""  for people and content search! 
 Our latest release private Beta version , and thus far we have 3,500 excited users. 
We are at https://rime.co, and I will be happy to share the press kit if you'd  be interested. Let me know. 
  
 Thanks a lot for your time, 
Name: Girish Nayak 
Position: Co-Founder  
Mobile number : +91-8454893412 
Email: girish@rime.co ",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.481033748861949,51,5,,2761,2755.0,50.63.202.9,,,,,
feverbee.com,feverbee.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,4.388451944992508,52,4,,95,69.0,104.27.165.14,,,,,
converstations.com,converstations.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,mike@converstations.com,,,,,,,,,,,,,,,,,,,,"Subject: Rime - Integrated Social Media Platform
From: Girish Nayak <girish@rime.co>
To: mike@converstations.com
-------------------------

Hello Mike, 
 My name is Girish from Rime. We've developed a platform that helps connecting multiple social media platforms, and brining contents (NOT feeds) of all platforms to one unified timeline. Whilst there are similar apps out there (e.g. HootSuite, Buffer), this is the first time a platform has been created, to bring all contents of an artist/content creator to one platform. We are talking about creating an unique identity, people and content search, making sharing and following simple and easy,  making the entire experience of social media interaction easy and integrated. We envision Rime to be the ""Google""  for people and content search! 
 Our latest release private Beta version , and thus far we have 3,500 excited users. 
We are at https://rime.co, and I will be happy to share the press kit if you'd  be interested. Let me know. 
  
 Thanks a lot for your time, 
Name: Girish Nayak 
Position: Co-Founder  
Mobile number : +91-8454893412 
Email: girish@rime.co ",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.030620903382141,48,4,,712,698.0,184.168.48.1,,,,,
usabilitycounts.com,usabilitycounts.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,4.724863501603862,51,,,372,308.0,216.70.85.192,,,,,
kullin.net,kullin.net,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,hans@kullin.net,,,,,,,,,,,,,,,,,,,,"Subject: Rime - Integrated Social Media Platform
From: Girish Nayak <girish@rime.co>
To: hans@kullin.net
-------------------------

Hello , 
 My name is Girish from Rime. We've developed a platform that helps connecting multiple social media platforms, and brining contents (NOT feeds) of all platforms to one unified timeline. Whilst there are similar apps out there (e.g. HootSuite, Buffer), this is the first time a platform has been created, to bring all contents of an artist/content creator to one platform. We are talking about creating an unique identity, people and content search, making sharing and following simple and easy,  making the entire experience of social media interaction easy and integrated. We envision Rime to be the ""Google""  for people and content search! 
 Our latest release private Beta version , and thus far we have 3,500 excited users. 
We are at https://rime.co, and I will be happy to share the press kit if you'd  be interested. Let me know. 
  
 Thanks a lot for your time, 
Name: Girish Nayak 
Position: Co-Founder  
Mobile number : +91-8454893412 
Email: girish@rime.co ",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,4.756578701071176,48,5,,4997,4994.0,195.74.38.129,,,,,
connect.icrossing.co.uk,connect.icrossing.co.uk,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,georgina.wright@icrossing.co.uk,,,,,,,,,,,,,,,,,,,,"Subject: Rime - Integrated Social Media Platform
From: Girish Nayak <girish@rime.co>
To: georgina.wright@icrossing.co.uk
-------------------------

Hello , 
 My name is Girish from Rime. We've developed a platform that helps connecting multiple social media platforms, and brining contents (NOT feeds) of all platforms to one unified timeline. Whilst there are similar apps out there (e.g. HootSuite, Buffer), this is the first time a platform has been created, to bring all contents of an artist/content creator to one platform. We are talking about creating an unique identity, people and content search, making sharing and following simple and easy,  making the entire experience of social media interaction easy and integrated. We envision Rime to be the ""Google""  for people and content search! 
 Our latest release private Beta version , and thus far we have 3,500 excited users. 
We are at https://rime.co, and I will be happy to share the press kit if you'd  be interested. Let me know. 
  
 Thanks a lot for your time, 
Name: Girish Nayak 
Position: Co-Founder  
Mobile number : +91-8454893412 
Email: girish@rime.co",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.634051934013685,53,4,,5421,1978.0,85.133.53.170,,,,,
growmap.com,growmap.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.559956080475373,53,4,,5523,3482.0,198.57.160.73,,,,,
socialmediab2b.com,socialmediab2b.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.350639714406623,59,5,,8022,7471.0,72.47.228.238,,,,,
blog.360i.com,blog.360i.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,6.131180642730362,64,4,,7545,855.0,52.7.96.112,,,,,
wearesocial.net,wearesocial.net,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.8019847843551995,65,,,27258,23505.0,89.145.80.16,,,,,
talentzoo.com,talentzoo.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,4.786451574651086,59,6,,158,116.0,64.57.242.104,,,,,
l2inc.com,l2inc.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.503426196633484,58,1,,2096,1892.0,64.207.155.131,,,,,
socialmouths.com,socialmouths.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.075454112873666,58,5,,909,727.0,97.107.130.23,,,,,
maximizesocialbusiness.com,maximizesocialbusiness.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,Attempting To Reach,,nealschaffer@gmail.com,,,,,,,,,,,,,,,,,,,,"Subject: Re: Rime - Integrated Social Media Platform
From: Neal Schaffer <nealschaffer@gmail.com>
To: Girish Nayak <girish@rime.co>
-------------------------

Thank you Girish, but the best way to help promote your company is for you
to join my upcoming Social Tools Summit in San Francisco.

http://socialtoolssummit.com

Best,
Neal



[image: photo]
*Neal Schaffer*
Founder, Maximize Your Social | Maximize Social Business | Social Media
Center of Excellence | Social Tools Summit
p:888-541-3429 | e:nealschaffer@gmail.com | w:http://maximizeyoursocial.com
| a:Irvine, CA 92620 USA
<http://facebook.com/nealschaffer>  <http://linkedin.com/in/nealschaffer>
<http://twitter.com/nealschaffer>  <http://pinterest.com/nealschaffer>
<http://plus.google.com/+NealSchaffer>  <http://intstagram.com/nealschaffer>
  <http://www.slideshare.net/nealschaffer>
<http://itunes.apple.com/us/podcast/maximize-your-social-neal/id593528455>
<http://www.amazon.com/Neal-Schaffer/e/B002R440WQ/?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=windminetwor-20&linkId=3FLEMOJMVQKAQMAZ>
  <http://maximizesocialbusiness.com/feed/>
<http://linkedin.com/in/nealschaffer>

On Fri, Sep 11, 2015 at 5:00 AM, Girish Nayak <girish@rime.co> wrote:

> *Hello **,*
>
> *My name is Girish from Rime. We've developed a platform that helps
> connecting multiple social media platforms, and brining contents **(NOT
> feeds)** of all platforms to one unified timeline. Whilst there are
> similar apps out there (e.g. HootSuite, Buffer), this is the first time a
> platform has been created, to bring all contents of an artist/content
> creator to one platform. We are talking about creating an unique identity, **people
> and content search,** making sharing and following simple and easy,
>  making the entire **experience** of social media interaction easy and
> integrated. We envision Rime to be the ""Google""  for people
> and content search!*
>
>
> *Our latest release private Beta version , and thus far we have 3,500
> excited users.*
> *We are at https://rime.co <https://rime.co/>, and I will be happy to
> share the press kit if you'd  be interested. Let me know. *
>
>
> *Thanks a lot for your time,*
> *Name: Girish Nayak*
> *Position: Co-Founder *
> *Mobile number : +91-8454893412**Email: girish@rime.co <girish@rime.co> *
>",,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.5592040132346785,55,3,,1697,1422.0,162.159.240.244,,,,,
heidicohen.com,heidicohen.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,6.093265346064007,64,5,,14117,7301.0,199.115.114.44,,,,,
thefuturebuzz.com,thefuturebuzz.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.812225605886078,58,4,,24700,22392.0,192.185.5.213,,,,,
shoutlet.com,shoutlet.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,5.736305723559589,63,5,,1940,1706.0,54.208.99.93,,,,,
gizbot.com,gizbot.com,,,,,,,,,,,,,,,,,,,,amiteng123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rime,9/1/2015,,,,,,,,,,9/1/2015,,,,,,,,,,,4.379964268105734,56,4,,37,33.0,119.81.15.88,,,,,
